availability,size,society,total_sqft,bath,balcony,avg_price_per_loc,price,area_type_Built-up  Area,area_type_Carpet  Area,area_type_Plot  Area,area_type_Super built-up  Area
0,3.0,1,7.2115567333138015,3.0,1.0,0.08086827232149658,4.42926798099632,0,0,0,1
1,3.0,0,8.268731832117737,3.0,2.0,0.06241118496447399,5.703782474656201,1,0,0,0
0,3.0,0,7.370230641807081,3.0,1.0,0.04819804070057844,4.3247946887187485,0,0,0,1
1,2.0,0,6.802394763324311,2.0,1.0,0.06666666666666667,4.0943445622221,0,1,0,0
1,3.0,0,6.0867747269123065,3.0,0.0,0.1077121425222691,3.912023005428146,0,0,1,0
0,4.0,0,8.127109185346375,4.0,2.0,0.06241118496447399,5.560681631015528,1,0,0,0
1,3.0,1,7.222566018822171,2.0,2.0,0.05912543620473578,4.31748811353631,0,0,0,1
0,3.0,0,7.313220387090301,3.0,1.0,0.0834638393452831,4.273884476054178,0,0,1,0
1,3.0,0,7.731930721948486,3.0,2.0,0.11052460989952308,5.652489180268651,0,0,0,1
0,3.0,0,7.003065458786462,3.0,2.0,0.04398685273521435,3.970291913552122,0,0,0,1
1,2.0,1,7.1284959456800365,2.0,0.0,0.05895729437381471,3.970291913552122,1,0,0,0
0,3.0,0,7.600902459542082,3.0,2.0,0.12482918830281498,5.298317366548036,0,0,0,1
0,2.0,1,6.927626531374542,2.0,1.0,0.05912543620473578,4.2250803842111555,0,0,0,1
0,3.0,0,6.940222469119639,2.0,2.0,0.05058669262173197,3.4657359027997265,0,0,0,1
1,3.0,1,7.286191714702382,2.0,3.0,0.050276596321079295,4.290459441148391,1,0,0,0
1,2.0,0,7.047517221357296,2.0,2.0,0.061104892110535096,3.966511190712216,0,0,0,1
1,5.0,1,8.693664334532016,5.0,2.0,0.06305131125232853,5.953243334287785,0,0,0,1
1,2.0,0,7.039660349862076,2.0,1.0,0.04852718590134698,3.828641396489095,0,0,0,1
1,4.0,1,7.976767097873956,6.0,0.0,0.060791771686038,4.832305758571839,0,0,0,1
1,4.0,0,8.34283980427146,4.0,3.0,0.06854005429717573,5.783825182329737,0,0,1,0
0,3.0,1,7.417580402414544,2.0,3.0,0.047765119810948414,4.8283137373023015,0,0,0,1
0,2.0,1,7.166265974133638,2.0,2.0,0.06780689831233527,4.1588830833596715,0,0,0,1
0,2.0,1,7.114769448366463,2.0,1.0,0.06006712654438144,4.356708826689592,0,0,0,1
1,3.0,0,6.984716320118266,2.0,2.0,0.06992402536780093,4.31748811353631,0,0,0,1
1,2.0,1,6.907755278982137,2.0,1.0,0.12421553844932942,4.0943445622221,0,0,0,1
1,3.0,0,7.783224016336037,2.0,0.0,0.055950010123134115,3.912023005428146,0,0,0,1
0,1.0,1,6.446513155404975,1.0,0.0,0.06012511218903279,3.4901235908565567,0,0,0,1
0,3.0,0,7.443078374348516,3.0,2.0,0.040660236047622735,4.31748811353631,0,0,0,1
1,3.0,1,7.436617265234227,3.0,2.0,0.05683408134909804,4.74493212836325,0,0,0,1
1,4.0,1,8.17103418920548,5.0,3.0,0.06012511218903279,5.3471075307174685,0,0,0,1
0,1.0,1,6.421622267806518,1.0,1.0,0.047765119810948414,3.342508385313476,0,0,0,1
1,3.0,1,7.2078598714324755,2.0,0.0,0.07416131914547965,4.418840607796598,1,0,0,0
1,3.0,1,7.333023014386481,3.0,2.0,0.056288335580078126,4.1956970564823886,0,0,0,1
0,2.0,1,6.9874902470009905,2.0,1.0,0.05664793786116114,3.480932349681009,0,0,0,1
1,3.0,1,7.286191714702382,2.0,2.0,0.055017400857044624,4.174387269895637,0,0,0,1
1,2.0,0,6.988413181999592,2.0,1.0,0.04852718590134698,4.060443010546419,0,0,0,1
0,2.0,1,6.942156705699469,2.0,1.0,0.03780647404691155,3.7240052560893107,0,0,0,1
1,3.0,0,7.783224016336037,2.0,1.0,0.04852718590134698,5.0106352940962555,0,0,0,1
1,1.0,1,6.131226489483141,1.0,1.0,0.047765119810948414,3.044522437723423,0,0,0,1
1,5.0,0,6.856461984594587,5.0,2.0,0.055950010123134115,4.499809670330265,0,0,0,1
1,2.0,1,7.158513997329321,2.0,2.0,0.06012511218903279,4.023564380161053,0,0,0,1
1,19.0,0,7.600902459542082,16.0,4.0,0.13579687145771935,6.194405391104672,0,0,0,1
1,3.0,1,7.090076835776092,3.0,2.0,0.08431000905797102,4.356708826689592,0,0,1,0
1,2.0,1,6.975413927455952,2.0,1.0,0.05298080658463571,3.5553480614894135,1,0,0,0
1,3.0,1,7.496097345175956,3.0,2.0,0.062162995309214895,4.941642422609304,0,0,0,1
0,3.0,1,7.436617265234227,3.0,2.0,0.06012511218903279,4.74493212836325,0,0,0,1
1,2.0,1,7.089243155027514,2.0,2.0,0.04393415496975922,4.174387269895637,0,0,0,1
1,3.0,1,7.7406644019172415,3.0,1.0,0.06341131537057476,5.393627546352362,0,0,0,1
1,3.0,0,7.200424892944957,2.0,3.0,0.057769657994738384,4.163715140146772,0,0,0,1
1,4.0,1,8.242756345714477,4.0,3.0,0.057805087047623986,5.3230099791384085,0,0,0,1
1,5.0,0,6.396929655216146,5.0,2.0,0.07767542363243489,3.912023005428146,0,0,1,0
1,2.0,1,7.025538314638521,2.0,1.0,0.08252216504433009,4.31748811353631,0,0,0,1
1,2.0,0,7.090076835776092,2.0,1.0,0.06617132082248361,4.204692619390966,0,0,1,0
1,2.0,1,6.956545443151569,2.0,3.0,0.0804162724692526,3.713572066704308,1,0,0,0
1,2.0,1,6.862757913051401,2.0,1.0,0.04530577088716624,3.8918202981106265,1,0,0,0
1,2.0,1,6.907755278982137,2.0,2.0,0.05315511005551796,3.4011973816621555,0,0,0,1
1,3.0,1,7.3752557780097545,3.0,0.0,0.050276596321079295,4.553876891600541,1,0,0,0
1,6.0,0,7.090076835776092,5.0,1.0,0.08061414526397852,5.0106352940962555,0,0,1,0
0,2.0,1,7.16703787691222,2.0,3.0,0.056288335580078126,4.489310299893557,0,0,0,1
1,6.0,0,7.090076835776092,7.0,2.0,0.10489211866946359,5.135798437050262,0,0,1,0
1,3.0,1,7.40184157874383,3.0,3.0,0.0819028222286878,4.812184355372417,1,0,0,0
1,2.0,1,7.105786129481271,2.0,1.0,0.047765119810948414,4.114963849424837,0,0,0,1
1,3.0,0,7.090076835776092,3.0,1.0,0.04892865213550547,3.912023005428146,1,0,0,0
1,2.0,0,7.1049654482698426,2.0,1.0,0.06789927617031545,4.290459441148391,0,0,0,1
1,2.0,0,6.824373670043086,2.0,3.0,0.06789927617031545,3.6109179126442243,0,0,0,1
1,3.0,1,7.847371836159788,3.0,2.0,0.06345290427370806,4.948759890378168,0,0,0,1
0,1.0,0,6.263398262591624,1.0,1.0,0.04536026523253466,3.258096538021482,0,0,0,1
0,3.0,1,7.2633296174768365,2.0,2.0,0.05803233595734593,3.8817699622571253,0,0,0,1
0,3.0,0,7.146772179452637,3.0,2.0,0.04819804070057844,3.8066624897703196,0,0,0,1
1,2.0,1,6.824373670043086,2.0,3.0,0.06607268681624327,4.174387269895637,1,0,0,0
1,4.0,0,7.90100705199242,3.0,2.0,0.059658526393983016,4.219507705176107,1,0,0,0
1,3.0,0,7.461640392208575,3.0,2.0,0.10022251487216748,5.293304824724492,0,0,0,1
1,3.0,0,7.2115567333138015,2.0,2.0,0.05155185946552046,3.6888794541139363,1,0,0,0
1,3.0,1,7.333023014386481,2.0,2.0,0.075806828039159,4.499809670330265,0,0,0,1
1,3.0,0,7.22402480828583,2.0,1.0,0.05947660586835844,4.499809670330265,0,1,0,0
1,4.0,1,7.767687277186908,5.0,2.0,0.0531573275862069,4.787491742782046,0,0,0,1
1,4.0,1,8.267448958304849,4.0,3.0,0.057805087047623986,5.393627546352362,0,0,0,1
0,3.0,1,7.575584651557793,3.0,2.0,0.060791771686038,4.875197323201151,0,0,0,1
1,2.0,1,6.785587645007929,2.0,3.0,0.050276596321079295,3.6888794541139363,1,0,0,0
1,2.0,0,6.396929655216146,2.0,2.0,0.07625737001965338,3.295836866004329,1,0,0,0
1,5.0,0,7.146772179452637,4.0,1.0,0.142235292868594,4.852030263919617,0,0,1,0
1,2.0,0,7.22983877815125,2.0,0.0,0.15625322375434134,5.41610040220442,0,0,1,0
1,2.0,1,7.199678345691172,2.0,2.0,0.056288335580078126,4.127134385045092,0,0,0,1
1,2.0,1,7.029972911706386,2.0,1.0,0.06012511218903279,3.58351893845611,0,0,0,1
1,2.0,0,6.98933526597456,2.0,2.0,0.04892865213550547,3.7612001156935624,1,0,0,0
1,3.0,1,7.265429723253953,3.0,2.0,0.047060085836909876,4.276666119016055,1,0,0,0
0,4.0,1,7.280352783464685,4.0,1.0,0.08485002350728726,4.795790545596741,0,1,0,0
1,5.0,1,8.732304571033183,5.0,2.0,0.10167187449666591,6.579251212010101,0,0,0,1
1,3.0,0,7.306531398939505,2.0,1.0,0.06172015741145606,4.087655574071304,0,0,0,1
1,4.0,0,7.408530566894626,4.0,0.0,0.049691823604716114,4.59511985013459,1,0,0,0
1,2.0,0,7.1592919047975645,2.0,2.0,0.06299306417231396,4.04305126783455,0,0,0,1
1,2.0,1,6.829793737512425,2.0,2.0,0.06559804861050614,4.143134726391533,1,0,0,0
1,4.0,1,8.011686729127847,4.0,3.0,0.06341131537057476,5.438079308923196,0,0,0,1
1,2.0,0,6.907755278982137,2.0,2.0,0.06241118496447399,3.784189633918261,1,0,0,0
1,2.0,1,7.102499355774649,2.0,2.0,0.06012511218903279,3.6635616461296463,0,0,0,1
1,4.0,0,7.090076835776092,3.0,1.0,0.13112773083656848,4.553876891600541,0,0,1,0
1,2.0,1,7.197435354096591,2.0,2.0,0.06920824583715358,4.605170185988092,0,0,0,1
1,1.0,1,6.511745329644728,1.0,1.0,0.06345290427370806,3.6068556186353455,0,0,0,1
1,2.0,0,7.090076835776092,2.0,1.0,0.06617132082248361,4.060443010546419,0,0,1,0
1,6.0,0,6.396929655216146,7.0,2.0,0.13112773083656848,4.143134726391533,0,0,1,0
1,3.0,0,7.3777589082278725,3.0,3.0,0.15049124012366885,5.075173815233827,0,0,0,1
1,2.0,0,7.090076835776092,2.0,0.0,0.09298660362490149,4.3694478524670215,0,0,1,0
1,6.0,0,7.8160138391590275,4.0,1.0,0.27472305872230585,6.620073206530356,0,0,1,0
0,3.0,0,7.824046010856292,3.0,2.0,0.11459566486035849,5.598421958998375,0,0,0,1
1,5.0,0,7.783224016336037,5.0,3.0,0.08037634408602151,4.605170185988092,0,0,1,0
1,2.0,0,7.04141166379481,2.0,2.0,0.09044260494974238,4.174387269895637,0,0,0,1
1,2.0,1,7.293017679772782,2.0,2.0,0.056288335580078126,4.122932019074013,0,0,0,1
1,4.0,0,7.367708572374371,3.0,2.0,0.11086893063583815,4.976733742420574,0,0,1,0
1,3.0,1,7.487173694213739,3.0,2.0,0.057805087047623986,4.543294782270004,0,0,0,1
1,3.0,0,7.73718007783463,3.0,2.0,0.0826640625,5.655991810819852,0,0,0,1
1,3.0,0,7.286191714702382,3.0,3.0,0.04819804070057844,4.2626798770413155,0,0,0,1
1,3.0,0,7.313220387090301,2.0,3.0,0.04852718590134698,4.382026634673881,0,0,0,1
1,5.0,0,7.090076835776092,4.0,1.0,0.11384322373696873,4.941642422609304,0,0,1,0
1,5.0,0,8.101677747454572,3.0,2.0,0.08886580805982551,5.521460917862246,1,0,0,0
1,2.0,0,7.114769448366463,2.0,2.0,0.040660236047622735,3.871201010907891,0,0,0,1
1,1.0,1,6.476972362889683,1.0,1.0,0.060791771686038,2.995732273553991,0,0,0,1
1,2.0,0,7.299797366758161,2.0,1.0,0.11459566486035849,4.787491742782046,0,0,0,1
1,2.0,1,7.106606137727303,2.0,1.0,0.05683408134909804,3.7823697972012753,0,0,0,1
1,3.0,1,7.358830898342354,3.0,1.0,0.05631101649813731,4.74493212836325,0,0,0,1
1,3.0,0,8.006367567650246,3.0,3.0,0.1522491349480969,5.991464547107982,1,0,0,0
1,3.0,1,7.417580402414544,3.0,2.0,0.05229092613569783,4.464873100449369,0,0,0,1
1,3.0,0,7.2078598714324755,3.0,1.0,0.15983327365499955,5.940171252720432,0,0,1,0
1,4.0,1,8.294049640102028,5.0,2.0,0.10898994686198477,6.396929655216146,0,0,1,0
1,2.0,0,7.003065458786462,2.0,0.0,0.09166220905512351,4.219507705176107,0,0,1,0
1,3.0,1,7.2078598714324755,2.0,1.0,0.08341829991845455,4.466023054577933,0,0,0,1
1,3.0,1,7.449498005382849,3.0,2.0,0.06268888114952084,4.7535901911063645,1,0,0,0
1,1.0,1,6.498282149476434,1.0,1.0,0.0483331639794022,3.5553480614894135,0,0,0,1
0,2.0,1,6.918695219020472,2.0,1.0,0.059598375880091564,3.9225672193038172,0,0,0,1
1,6.0,0,7.783224016336037,6.0,0.0,0.07001013171225937,4.867534450455582,1,0,0,0
1,3.0,0,7.426549072397305,3.0,2.0,0.056566209709772095,4.442651256490317,0,0,0,1
1,2.0,1,6.57507584059962,2.0,0.0,0.06345290427370806,3.9014674914886296,0,0,0,1
1,4.0,0,6.551080335043404,4.0,2.0,0.14593993325917687,4.700480365792417,0,0,1,0
1,3.0,1,7.326465613840322,2.0,2.0,0.06012511218903279,5.0106352940962555,0,0,0,1
1,3.0,1,7.2078598714324755,2.0,2.0,0.04622950819672131,3.970291913552122,0,1,0,0
0,3.0,1,7.473069088032197,3.0,2.0,0.05683408134909804,5.0106352940962555,0,0,0,1
1,2.0,1,6.774223886357614,2.0,1.0,0.06012511218903279,3.4965075614664802,0,0,0,1
1,2.0,1,7.115582126184454,2.0,2.0,0.05182908250414721,3.871201010907891,0,0,0,1
1,2.0,1,7.068172000388042,2.0,3.0,0.06006712654438144,4.30406509320417,0,0,0,1
1,3.0,1,7.352441100243583,3.0,3.0,0.08206959729632701,4.31748811353631,1,0,0,0
1,2.0,0,7.288927694521257,2.0,2.0,0.04484540145462363,4.02535169073515,0,0,0,1
1,3.0,0,7.696212639346407,3.0,2.0,0.08576632838927921,4.867534450455582,0,0,1,0
1,2.0,0,6.745236349484363,2.0,2.0,0.058284762697751874,4.007333185232471,1,0,0,0
1,3.0,1,7.4673710669175595,3.0,1.0,0.05691230642993069,5.19295685089021,1,0,0,0
1,3.0,1,7.6128310304073565,3.0,2.0,0.06795903466380034,5.056245805348308,0,0,0,1
1,2.0,0,7.313220387090301,1.0,0.0,0.10758711272502511,5.075173815233827,0,0,1,0
1,6.0,0,7.649692623711514,6.0,2.0,0.08061414526397852,5.616771097666572,0,0,1,0
1,3.0,1,7.786551806428712,4.0,2.0,0.09972955774737512,5.560681631015528,0,0,0,1
1,2.0,1,6.984716320118266,2.0,1.0,0.04839182282793867,3.784189633918261,0,0,0,1
1,3.0,0,7.635303886259415,3.0,2.0,0.10022251487216748,5.41610040220442,0,0,0,1
0,2.0,0,6.927557906278317,2.0,1.0,0.039478317642846615,3.3830334110344844,1,0,0,0
1,3.0,1,7.313220387090301,2.0,3.0,0.04866272025869736,4.007333185232471,0,0,0,1
1,4.0,0,7.362010551259734,5.0,1.0,0.1471776520835738,5.062595033026967,0,0,1,0
1,4.0,0,8.086410275323782,4.0,1.0,0.09858785849468628,5.19295685089021,0,0,1,0
1,2.0,0,7.069023426578259,2.0,1.0,0.040660236047622735,3.8501476017100584,0,0,0,1
1,2.0,1,6.937314081223682,2.0,1.0,0.04825199902199603,3.5409593240373143,0,0,0,1
0,2.0,1,7.272398392570047,2.0,1.0,0.08086827232149658,4.74493212836325,0,0,0,1
1,2.0,1,7.313220387090301,2.0,1.0,0.05895729437381471,4.430816798843313,1,0,0,0
1,1.0,0,7.22983877815125,1.0,1.0,0.08424051799015608,4.128745988939433,0,0,1,0
1,2.0,1,7.090076835776092,2.0,3.0,0.06366258550825672,3.912023005428146,1,0,0,0
1,1.0,0,6.558197802812269,1.0,2.0,0.06535662299854439,3.597312260588446,1,0,0,0
1,3.0,1,7.7142311448490855,5.0,2.0,0.06006712654438144,5.043425116919247,0,0,0,1
1,3.0,1,7.367714885485756,3.0,1.0,0.062162995309214895,4.634728988229636,0,0,0,1
1,3.0,1,7.200424892944957,3.0,3.0,0.08252216504433009,4.343805421853684,0,0,0,1
1,3.0,1,7.495541943884256,3.0,2.0,0.06224977375565611,4.248495242049359,0,0,0,1
1,2.0,0,7.090076835776092,2.0,3.0,0.055950010123134115,3.8066624897703196,0,0,0,1
0,1.0,1,6.529418838262226,1.0,1.0,0.06305131125232853,3.6888794541139363,0,0,0,1
1,2.0,1,6.829793737512425,2.0,3.0,0.055017400857044624,3.7376696182833684,0,0,0,1
1,2.0,1,7.114769448366463,2.0,2.0,0.04825199902199603,4.04305126783455,0,0,0,1
1,5.0,0,7.090076835776092,5.0,1.0,0.20035693039857227,5.220355825078324,0,0,1,0
1,2.0,1,7.025538314638521,2.0,1.0,0.04866272025869736,3.9512437185814275,0,0,0,1
1,2.0,0,7.003065458786462,2.0,1.0,0.06992402536780093,3.9889840465642745,0,0,0,1
0,3.0,1,7.783224016336037,3.0,2.0,0.07069812137660116,5.003946305945459,0,0,1,0
0,3.0,1,7.24422751560335,2.0,2.0,0.047765119810948414,3.727619282429867,0,0,0,1
1,7.0,0,7.090076835776092,7.0,2.0,0.12249000999000999,5.41610040220442,0,0,1,0
1,3.0,1,7.527255919373784,3.0,1.0,0.060791771686038,4.5880240271531205,0,0,0,1
1,1.0,0,7.138866999945524,1.0,1.0,0.04296296296296296,3.713572066704308,0,0,1,0
1,4.0,1,8.169053149927343,4.0,2.0,0.06250204790458402,5.66988092298052,1,0,0,0
1,2.0,0,7.077498053569231,2.0,2.0,0.053262552734605915,4.0943445622221,0,0,0,1
1,2.0,0,7.090076835776092,2.0,1.0,0.17896112580164736,5.375278407684165,0,0,1,0
1,2.0,0,7.134890851565884,2.0,1.0,0.04852718590134698,4.060443010546419,0,0,0,1
1,4.0,0,8.142063283104147,6.0,3.0,0.1666015661328423,6.163314804034641,0,0,0,1
1,3.0,1,7.19668657083435,3.0,2.0,0.05512493210211841,4.48863636973214,1,0,0,0
1,3.0,0,7.6004023345004,3.0,2.0,0.052980841598545415,4.882801922586371,0,0,0,1
1,2.0,0,7.090076835776092,2.0,1.0,0.14194373401534527,4.8283137373023015,0,0,1,0
1,3.0,1,7.242082359256962,3.0,2.0,0.057805087047623986,4.700480365792417,0,0,0,1
1,10.0,1,7.090076835776092,10.0,3.0,0.07069812137660116,4.653960350157523,0,0,1,0
1,4.0,0,8.281470857895167,4.0,2.0,0.08668646280852499,6.1092475827643655,0,0,0,1
1,2.0,1,7.090076835776092,2.0,1.0,0.1029620583891855,4.867534450455582,0,0,1,0
1,3.0,0,7.38770923908104,3.0,0.0,0.06854005429717573,4.553876891600541,0,0,1,0
1,8.0,0,7.090076835776092,7.0,2.0,0.13389088012743927,5.857933154483459,0,0,1,0
1,4.0,0,7.146772179452637,2.0,1.0,0.0792092344434125,5.1647859739235145,1,0,0,0
1,2.0,1,7.038783541388542,2.0,2.0,0.04193931241840408,3.6519561000093383,0,0,0,1
0,1.0,1,6.263398262591624,1.0,1.0,0.056288335580078126,3.4011973816621555,0,0,0,1
1,3.0,0,7.090076835776092,2.0,1.0,0.11086893063583815,4.584967478670572,0,0,1,0
1,1.0,0,6.551080335043404,1.0,1.0,0.05456601788532351,5.087596335232384,1,0,0,0
0,2.0,1,7.094624811372121,2.0,1.0,0.05912543620473578,4.394449154672439,0,0,0,1
1,3.0,0,7.090076835776092,3.0,2.0,0.08413807273474419,4.867534450455582,0,0,1,0
1,3.0,1,7.438383530044307,3.0,2.0,0.047765119810948414,4.31748811353631,0,0,0,1
1,5.0,0,6.620073206530356,4.0,0.0,0.08424051799015608,4.127134385045092,0,0,1,0
0,2.0,1,6.993932975223189,2.0,1.0,0.056288335580078126,3.9989343774174424,0,0,0,1
1,4.0,1,8.1886891244442,5.0,2.0,0.06345290427370806,5.393627546352362,0,0,0,1
1,1.0,0,7.783224016336037,1.0,0.0,0.06114823750453701,6.476972362889683,1,0,0,0
0,1.0,1,6.827629234502852,1.0,1.0,0.05683408134909804,4.1082474673910925,0,0,0,1
0,4.0,1,8.187299270155147,6.0,2.0,0.05803233595734593,5.886104031450156,0,0,0,1
1,2.0,1,6.956545443151569,2.0,2.0,0.06341131537057476,3.871201010907891,0,0,0,1
1,2.0,1,7.3098814858247865,2.0,2.0,0.06012511218903279,4.375757021660286,0,0,0,1
0,3.0,1,7.416979621381154,3.0,2.0,0.05683408134909804,4.541857579776325,0,0,0,1
1,3.0,0,7.3031700512368,3.0,2.0,0.05155185946552046,4.442651256490317,1,0,0,0
0,3.0,0,6.940222469119639,2.0,2.0,0.04748771198854204,3.449987545831587,0,0,0,1
1,3.0,1,7.24422751560335,2.0,1.0,0.047765119810948414,3.871201010907891,0,0,0,1
1,1.0,0,6.214608098422191,1.0,0.0,0.10287466860737121,4.248495242049359,1,0,0,0
1,2.0,1,6.8501261661455,2.0,1.0,0.06305131125232853,3.5553480614894135,0,0,0,1
1,5.0,0,8.086410275323782,5.0,0.0,0.06992154586036732,5.66988092298052,1,0,0,0
0,2.0,1,7.103322062526113,2.0,1.0,0.06012511218903279,4.196901150547193,0,0,0,1
1,2.0,0,7.003065458786462,2.0,1.0,0.04536026523253466,3.676300671907076,0,0,0,1
1,3.0,1,7.463363045520021,3.0,2.0,0.05683408134909804,4.535284058523925,0,0,0,1
1,2.0,1,7.149916836132109,2.0,2.0,0.060791771686038,3.8799129515099127,0,0,0,1
1,3.0,0,7.824046010856292,3.0,2.0,0.18587360594795538,6.052089168924417,0,0,0,1
1,3.0,1,7.321188556739478,2.0,2.0,0.07325192038830078,4.700480365792417,0,0,0,1
1,4.0,0,8.039157390473237,5.0,1.0,0.06967111647868188,5.953243334287785,0,0,0,1
1,3.0,0,7.408530566894626,3.0,3.0,0.11052460989952308,4.605170185988092,0,0,0,1
1,3.0,1,7.536363938404511,3.0,1.0,0.04253524897376406,4.007333185232471,1,0,0,0
1,3.0,0,7.2078598714324755,3.0,2.0,0.06992154586036732,3.9889840465642745,1,0,0,0
1,2.0,0,7.105786129481271,2.0,2.0,0.08177759740259741,3.6888794541139363,0,0,0,1
1,4.0,0,7.090076835776092,4.0,1.0,0.11377376356617379,5.0106352940962555,0,0,1,0
1,3.0,0,7.783224016336037,3.0,3.0,0.060053412045821916,4.442651256490317,0,0,1,0
1,2.0,0,7.039660349862076,2.0,1.0,0.04852718590134698,3.7932394694381792,0,0,0,1
1,2.0,1,7.048386408721883,2.0,1.0,0.04393415496975922,3.763522997109702,0,0,0,1
1,3.0,1,6.723832440821209,3.0,1.0,0.2546223364563469,4.343805421853684,0,0,1,0
1,2.0,1,6.818924065275521,2.0,1.0,0.06305131125232853,3.6375861597263857,0,0,0,1
1,3.0,0,8.089175678837561,3.0,0.0,0.0689608882996354,5.598421958998375,0,0,1,0
0,2.0,1,7.016609683894219,2.0,1.0,0.05803233595734593,4.176231721694285,0,0,0,1
1,3.0,1,7.6362696033793735,4.0,2.0,0.06780689831233527,4.9344739331306915,0,0,0,1
1,2.0,1,7.090076835776092,2.0,2.0,0.05666209605607429,3.970291913552122,0,0,0,1
1,2.0,1,7.170119543449628,2.0,2.0,0.04866272025869736,4.174387269895637,0,0,0,1
1,2.0,1,7.284134806195205,2.0,2.0,0.06341131537057476,4.442651256490317,0,0,0,1
1,2.0,1,7.140453043101158,2.0,2.0,0.04825199902199603,4.007333185232471,0,0,0,1
1,4.0,0,7.086737934510577,3.0,1.0,0.13068681203699828,5.0106352940962555,0,0,1,0
0,2.0,0,6.802394763324311,2.0,2.0,0.036982414965399425,3.1135153092103742,0,0,0,1
1,1.0,1,6.040254711277414,1.0,1.0,0.03227401129943503,2.833213344056216,1,0,0,0
1,2.0,0,7.05617528410041,2.0,1.0,0.053180425111220966,3.8370839187636525,0,0,0,1
1,2.0,0,7.016609683894219,2.0,2.0,0.048322079636110814,3.912023005428146,0,0,0,1
1,3.0,0,7.181591944611865,2.0,1.0,0.06567527867736292,4.447346100794524,1,0,0,0
1,2.0,0,7.313220387090301,2.0,2.0,0.07121532713572264,4.04305126783455,1,0,0,0
1,2.0,1,7.027314514039777,2.0,1.0,0.06006712654438144,4.219507705176107,0,0,0,1
0,3.0,1,7.242082359256962,3.0,2.0,0.057805087047623986,4.6443908991413725,0,0,0,1
0,2.0,0,7.067319848653476,2.0,1.0,0.06992154586036732,4.0943445622221,1,0,0,0
1,2.0,0,6.993932975223189,2.0,2.0,0.0393687512357257,3.332204510175204,0,0,0,1
1,3.0,1,7.908387159290043,5.0,2.0,0.06305131125232853,5.3471075307174685,0,0,0,1
0,2.0,1,7.114769448366463,2.0,1.0,0.060791771686038,4.330733340286331,0,0,0,1
1,4.0,0,8.070906088787819,3.0,3.0,0.1666015661328423,5.247024072160486,0,0,0,1
0,2.0,1,6.754604099487962,2.0,1.0,0.06305131125232853,3.4522073025699003,0,0,0,1
0,3.0,1,7.532623618788788,3.0,1.0,0.056288335580078126,4.795790545596741,0,0,0,1
1,3.0,1,7.432057681635252,3.0,2.0,0.04465914599271477,4.513054897080286,0,0,0,1
1,4.0,0,6.396929655216146,3.0,2.0,0.05016157837983556,4.290459441148391,1,0,0,0
1,3.0,0,7.261927092702751,3.0,3.0,0.07669602478923568,3.909620120811836,0,0,0,1
1,6.0,0,7.090076835776092,6.0,2.0,0.18860162489672266,5.135798437050262,0,0,1,0
1,2.0,0,7.2078598714324755,2.0,1.0,0.13032886723507917,4.605170185988092,0,0,1,0
1,6.0,0,8.34283980427146,6.0,0.0,0.04063776457482362,5.19295685089021,1,0,0,0
1,3.0,1,7.177782416195197,2.0,1.0,0.04465914599271477,4.442651256490317,0,0,0,1
0,4.0,1,8.066207568006265,4.0,2.0,0.06006712654438144,5.1647859739235145,0,0,0,1
1,2.0,0,6.877296071497429,2.0,1.0,0.06789927617031545,3.6888794541139363,0,0,0,1
0,3.0,1,7.242082359256962,3.0,3.0,0.057805087047623986,4.68213122712422,0,0,0,1
0,2.0,1,7.053585727193677,2.0,1.0,0.05315511005551796,3.6888794541139363,0,0,0,1
1,2.0,0,7.025538314638521,2.0,1.0,0.048322079636110814,4.11414718951828,0,0,0,1
1,2.0,1,7.053585727193677,2.0,1.0,0.059598375880091564,3.7376696182833684,0,0,0,1
1,2.0,1,7.123672785204607,2.0,1.0,0.06305131125232853,4.406719247264253,0,0,0,1
0,1.0,1,6.492239835020471,1.0,1.0,0.07325192038830078,4.127134385045092,0,0,0,1
1,4.0,1,8.294049640102028,4.0,3.0,0.08206959729632701,5.393627546352362,1,0,0,0
1,4.0,1,7.757906208351747,4.0,1.0,0.075806828039159,4.997212273764115,0,0,0,1
1,1.0,1,6.39024066706535,1.0,1.0,0.06598146656369133,3.7376696182833684,1,0,0,0
1,16.0,0,9.210340371976184,16.0,4.0,0.07330143540669856,6.309918278226516,0,0,0,1
1,4.0,1,7.090076835776092,4.0,3.0,0.08708333333333333,4.700480365792417,0,0,1,0
1,3.0,1,7.554858521040676,3.0,1.0,0.05912543620473578,5.247024072160486,0,0,0,1
1,2.0,1,7.037905963447182,2.0,2.0,0.06012511218903279,4.382026634673881,0,0,0,1
1,4.0,1,8.046229101075378,5.0,2.0,0.06780689831233527,5.41610040220442,0,0,0,1
0,2.0,0,6.940222469119639,2.0,2.0,0.031853802401516744,3.3467411958660964,0,0,0,1
1,2.0,1,7.0630481633881725,2.0,2.0,0.06345290427370806,4.160132302760104,0,0,0,1
1,2.0,0,6.776506992372183,2.0,3.0,0.032827713325382195,3.7376696182833684,0,0,0,1
0,2.0,1,7.200424892944957,2.0,2.0,0.04253524897376406,4.31748811353631,1,0,0,0
1,3.0,1,7.247792581767846,2.0,2.0,0.050276596321079295,4.248495242049359,1,0,0,0
1,3.0,0,7.495541943884256,3.0,3.0,0.07755581668625147,4.174387269895637,0,0,0,1
